Season,round,home,visitor,hgoal,vgoal,tothgoal,totvgoal,totagg_home,totagg_visitor
2001,GroupE-prelim,Juventus,Rosenborg BK,1,0,1,0,2,1
2001,GroupG-prelim,Olympiacos,Lille OSC,2,1,2,1,3,4
2001,GroupF-prelim,Olympique Lyon,Barcelona,2,3,2,3,2,5
2001,GroupF-prelim,Fenerbahce,Bayer Leverkusen,1,2,1,2,2,4
2001,GroupH-prelim,Bayern Munich,Feyenoord,3,1,3,1,5,3
2001,GroupE-prelim,Rosenborg BK,Celtic,2,0,2,0,2,1
2001,GroupG-prelim,Deportivo La Coruna,Lille OSC,1,1,1,1,2,2
2001,GroupE-prelim,Juventus,FC Porto,3,1,3,1,3,1
2001,GroupG-prelim,Manchester United,Olympiacos,3,0,3,0,5,0
2001,GroupH-prelim,Spartak Moskva,Sparta Praha,2,2,2,2,2,4
2001,GroupC-prelim,Arsenal,RCD Mallorca,3,1,3,1,3,2
2001,GroupA-prelim,Real Madrid,AS Roma,1,1,1,1,3,2
2001,GroupB-prelim,Boavista,Liverpool,1,1,1,1,2,2
2001,GroupB-prelim,Borussia Dortmund,Dinamo Kiev,1,0,1,0,3,2
2001,GroupD-prelim,Lazio,Galatasaray,1,0,1,0,1,1
2001,GroupA-prelim,RSC Anderlecht,Lokomotiv Moskva,1,5,1,5,2,6
2001,GroupD-prelim,PSV Eindhoven,Nantes,0,0,0,0,1,4
2001,GroupC-prelim,Panathinaikos,Schalke 04,2,0,2,0,4,0
2001,GroupC-prelim,Schalke 04,Arsenal,3,1,3,1,5,4
2001,GroupA-prelim,AS Roma,RSC Anderlecht,1,1,1,1,1,1
2001,GroupB-prelim,Dinamo Kiev,Boavista,1,0,1,0,2,3
2001,GroupB-prelim,Liverpool,Borussia Dortmund,2,0,2,0,2,0
2001,GroupD-prelim,Galatasaray,PSV Eindhoven,2,0,2,0,3,3
2001,GroupD-prelim,Nantes,Lazio,1,0,1,0,4,1
2001,GroupA-prelim,Lokomotiv Moskva,Real Madrid,2,0,2,0,2,4
2001,GroupC-prelim,RCD Mallorca,Panathinaikos,1,0,1,0,1,2
2001,GroupF-prelim,Barcelona,Fenerbahce,1,0,1,0,4,0
2001,GroupF-prelim,Bayer Leverkusen,Olympique Lyon,2,4,2,4,3,4
2001,GroupH-prelim,Sparta Praha,Bayern Munich,0,1,0,1,0,1
2001,GroupE-prelim,Celtic,Juventus,4,3,4,3,6,6
2001,GroupG-prelim,Olympiacos,Deportivo La Coruna,1,1,1,1,3,3
2001,GroupE-prelim,FC Porto,Rosenborg BK,1,0,1,0,3,1
2001,GroupH-prelim,Feyenoord,Spartak Moskva,2,1,2,1,4,3
2001,GroupG-prelim,Lille OSC,Manchester United,1,1,1,1,1,2
2001,GroupB-inter,Galatasaray,AS Roma,1,1,1,1,2,2
2001,GroupB-inter,Liverpool,Barcelona,1,3,1,3,1,3
2001,GroupA-inter,Bayern Munich,Manchester United,1,1,1,1,1,1
2001,GroupA-inter,Boavista,Nantes,1,0,1,0,2,1
2001,GroupD-inter,Deportivo La Coruna,Arsenal,2,0,2,0,4,0
2001,GroupC-inter,Panathinaikos,FC Porto,0,0,0,0,1,2
2001,GroupC-inter,Sparta Praha,Real Madrid,2,3,2,3,2,6
2001,GroupD-inter,Juventus,Bayer Leverkusen,4,0,4,0,5,3
2001,GroupD-inter,Arsenal,Juventus,3,1,3,1,3,2
2001,GroupD-inter,Bayer Leverkusen,Deportivo La Coruna,3,0,3,0,6,1
2001,GroupC-inter,FC Porto,Sparta Praha,0,1,0,1,0,3
2001,GroupC-inter,Real Madrid,Panathinaikos,3,0,3,0,5,2
2001,GroupB-inter,AS Roma,Liverpool,0,0,0,0,0,2
2001,GroupB-inter,Barcelona,Galatasaray,2,2,2,2,3,2
2001,GroupA-inter,Nantes,Bayern Munich,0,1,0,1,1,3
2001,GroupA-inter,Manchester United,Boavista,3,0,3,0,6,0
2001,GroupD-inter,Bayer Leverkusen,Arsenal,1,1,1,1,2,5
2001,GroupD-inter,Juventus,Deportivo La Coruna,0,0,0,0,0,2
2001,GroupC-inter,Real Madrid,FC Porto,1,0,1,0,3,1
2001,GroupC-inter,Sparta Praha,Panathinaikos,0,2,0,2,1,4
2001,GroupB-inter,Barcelona,AS Roma,1,1,1,1,1,4
2001,GroupA-inter,Boavista,Bayern Munich,0,0,0,0,0,1
2001,GroupB-inter,Liverpool,Galatasaray,0,0,0,0,1,1
2001,GroupA-inter,Nantes,Manchester United,1,1,1,1,2,6
2001,GroupB-inter,AS Roma,Barcelona,3,0,3,0,4,1
2001,GroupA-inter,Bayern Munich,Boavista,1,0,1,0,1,0
2001,GroupB-inter,Galatasaray,Liverpool,1,1,1,1,1,1
2001,GroupA-inter,Manchester United,Nantes,5,1,5,1,6,2
2001,GroupD-inter,Arsenal,Bayer Leverkusen,4,1,4,1,5,2
2001,GroupD-inter,Deportivo La Coruna,Juventus,2,0,2,0,2,0
2001,GroupC-inter,FC Porto,Real Madrid,1,2,1,2,1,3
2001,GroupC-inter,Panathinaikos,Sparta Praha,2,1,2,1,4,1
2001,GroupD-inter,Arsenal,Deportivo La Coruna,0,2,0,2,0,4
2001,GroupD-inter,Bayer Leverkusen,Juventus,3,1,3,1,3,5
2001,GroupC-inter,FC Porto,Panathinaikos,2,1,2,1,2,1
2001,GroupC-inter,Real Madrid,Sparta Praha,3,0,3,0,6,2
2001,GroupB-inter,AS Roma,Galatasaray,1,1,1,1,2,2
2001,GroupB-inter,Barcelona,Liverpool,0,0,0,0,3,1
2001,GroupA-inter,Manchester United,Bayern Munich,0,0,0,0,1,1
2001,GroupA-inter,Nantes,Boavista,1,1,1,1,1,2
2001,GroupB-inter,Liverpool,AS Roma,2,0,2,0,2,0
2001,GroupB-inter,Galatasaray,Barcelona,0,1,0,1,2,3
2001,GroupA-inter,Bayern Munich,Nantes,2,1,2,1,3,1
2001,GroupA-inter,Boavista,Manchester United,0,3,0,3,0,6
2001,GroupD-inter,Juventus,Arsenal,1,0,1,0,2,3
2001,GroupD-inter,Deportivo La Coruna,Bayer Leverkusen,1,3,1,3,1,6
2001,GroupC-inter,Sparta Praha,FC Porto,2,0,2,0,3,0
2001,GroupC-inter,Panathinaikos,Real Madrid,2,2,2,2,2,5
2002,GroupC-prelim,KRC Genk,AEK Athens,0,0,0,0,1,1
2002,GroupD-prelim,AFC Ajax,Olympique Lyon,2,1,2,1,4,1
2002,GroupA-prelim,AJ Auxerre,PSV Eindhoven,0,0,0,0,0,3
2002,GroupA-prelim,Arsenal,Borussia Dortmund,2,0,2,0,3,2
2002,GroupC-prelim,AS Roma,Real Madrid,0,3,0,3,1,3
2002,GroupB-prelim,Basel,Spartak Moskva,2,0,2,0,4,0
2002,GroupD-prelim,Rosenborg BK,Internazionale,2,2,2,2,2,5
2002,GroupB-prelim,Valencia CF,Liverpool,2,0,2,0,3,0
2002,GroupG-prelim,AC Milan,RC Lens,2,1,2,1,3,3
2002,GroupH-prelim,Barcelona,Club Brugge,3,2,3,2,4,2
2002,GroupF-prelim,Olympiacos,Bayer Leverkusen,6,2,6,2,6,4
2002,GroupG-prelim,Bayern Munich,Deportivo La Coruna,2,3,2,3,3,5
2002,GroupE-prelim,Dinamo Kiev,Newcastle United,2,0,2,0,3,2
2002,GroupE-prelim,Feyenoord,Juventus,1,1,1,1,1,3
2002,GroupH-prelim,Lokomotiv Moskva,Galatasaray,0,2,0,2,2,3
2002,GroupF-prelim,Manchester United,Maccabi Haifa,5,2,5,2,5,5
2002,GroupG-prelim,Deportivo La Coruna,AC Milan,0,4,0,4,2,5
2002,GroupH-prelim,Galatasaray,Barcelona,0,2,0,2,1,5
2002,GroupF-prelim,Bayer Leverkusen,Manchester United,1,2,1,2,1,4
2002,GroupG-prelim,RC Lens,Bayern Munich,1,1,1,1,4,4
2002,GroupH-prelim,Club Brugge,Lokomotiv Moskva,0,0,0,0,0,2
2002,GroupE-prelim,Juventus,Dinamo Kiev,5,0,5,0,7,1
2002,GroupE-prelim,Newcastle United,Feyenoord,0,1,0,1,3,3
2002,GroupF-prelim,Maccabi Haifa,Olympiacos,3,0,3,0,6,3
2002,GroupC-prelim,AEK Athens,AS Roma,0,0,0,0,1,1
2002,GroupD-prelim,Internazionale,AFC Ajax,1,0,1,0,3,1
2002,GroupA-prelim,Borussia Dortmund,AJ Auxerre,2,1,2,1,2,2
2002,GroupA-prelim,PSV Eindhoven,Arsenal,0,4,0,4,0,4
2002,GroupB-prelim,Liverpool,Basel,1,1,1,1,4,4
2002,GroupC-prelim,Real Madrid,KRC Genk,6,0,6,0,7,1
2002,GroupD-prelim,Olympique Lyon,Rosenborg BK,5,0,5,0,6,1
2002,GroupB-prelim,Spartak Moskva,Valencia CF,0,3,0,3,0,6
2002,GroupG-prelim,Bayern Munich,AC Milan,1,2,1,2,2,4
2002,GroupH-prelim,Lokomotiv Moskva,Barcelona,1,3,1,3,1,4
2002,GroupF-prelim,Maccabi Haifa,Bayer Leverkusen,0,2,0,2,1,4
2002,GroupH-prelim,Galatasaray,Club Brugge,0,0,0,0,1,3
2002,GroupG-prelim,Deportivo La Coruna,RC Lens,3,1,3,1,4,4
2002,GroupE-prelim,Feyenoord,Dinamo Kiev,0,0,0,0,0,2
2002,GroupE-prelim,Juventus,Newcastle United,2,0,2,0,2,1
2002,GroupF-prelim,Manchester United,Olympiacos,4,0,4,0,7,2
2002,GroupC-prelim,AEK Athens,Real Madrid,3,3,3,3,5,5
2002,GroupD-prelim,Rosenborg BK,AFC Ajax,0,0,0,0,1,1
2002,GroupA-prelim,AJ Auxerre,Arsenal,0,1,0,1,2,2
2002,GroupC-prelim,KRC Genk,AS Roma,0,1,0,1,0,1
2002,GroupB-prelim,Valencia CF,Basel,6,2,6,2,8,4
2002,GroupA-prelim,PSV Eindhoven,Borussia Dortmund,1,3,1,3,2,4
2002,GroupD-prelim,Internazionale,Olympique Lyon,1,2,1,2,4,5
2002,GroupB-prelim,Liverpool,Spartak Moskva,5,0,5,0,8,1
2002,GroupC-prelim,Real Madrid,AEK Athens,2,2,2,2,5,5
2002,GroupD-prelim,AFC Ajax,Rosenborg BK,1,1,1,1,1,1
2002,GroupA-prelim,Arsenal,AJ Auxerre,1,2,1,2,2,2
2002,GroupC-prelim,AS Roma,KRC Genk,0,0,0,0,1,0
2002,GroupB-prelim,Basel,Valencia CF,2,2,2,2,4,8
2002,GroupA-prelim,Borussia Dortmund,PSV Eindhoven,1,1,1,1,4,2
2002,GroupD-prelim,Olympique Lyon,Internazionale,3,3,3,3,5,4
2002,GroupB-prelim,Spartak Moskva,Liverpool,1,3,1,3,1,8
2002,GroupG-prelim,AC Milan,Bayern Munich,2,1,2,1,4,2
2002,GroupH-prelim,Barcelona,Lokomotiv Moskva,1,0,1,0,4,1
2002,GroupF-prelim,Bayer Leverkusen,Maccabi Haifa,2,1,2,1,4,1
2002,GroupH-prelim,Club Brugge,Galatasaray,3,1,3,1,3,1
2002,GroupG-prelim,RC Lens,Deportivo La Coruna,3,1,3,1,4,4
2002,GroupE-prelim,Dinamo Kiev,Feyenoord,2,0,2,0,2,0
2002,GroupE-prelim,Newcastle United,Juventus,1,0,1,0,1,2
2002,GroupF-prelim,Olympiacos,Manchester United,2,3,2,3,2,7
2002,GroupG-prelim,RC Lens,AC Milan,2,1,2,1,3,3
2002,GroupH-prelim,Club Brugge,Barcelona,0,1,0,1,2,4
2002,GroupF-prelim,Bayer Leverkusen,Olympiacos,2,0,2,0,4,6
2002,GroupG-prelim,Deportivo La Coruna,Bayern Munich,2,1,2,1,5,3
2002,GroupE-prelim,Newcastle United,Dinamo Kiev,2,1,2,1,2,3
2002,GroupE-prelim,Juventus,Feyenoord,2,0,2,0,3,1
2002,GroupH-prelim,Galatasaray,Lokomotiv Moskva,1,2,1,2,3,2
2002,GroupF-prelim,Maccabi Haifa,Manchester United,3,0,3,0,5,5
2002,GroupC-prelim,AEK Athens,KRC Genk,1,1,1,1,1,1
2002,GroupD-prelim,Olympique Lyon,AFC Ajax,0,2,0,2,1,4
2002,GroupA-prelim,PSV Eindhoven,AJ Auxerre,3,0,3,0,3,0
2002,GroupA-prelim,Borussia Dortmund,Arsenal,2,1,2,1,2,3
2002,GroupC-prelim,Real Madrid,AS Roma,0,1,0,1,3,1
2002,GroupD-prelim,Internazionale,Rosenborg BK,3,0,3,0,5,2
2002,GroupB-prelim,Liverpool,Valencia CF,0,1,0,1,0,3
2002,GroupB-prelim,Spartak Moskva,Basel,0,2,0,2,0,4
2002,GroupC-prelim,AS Roma,AEK Athens,1,1,1,1,1,1
2002,GroupD-prelim,AFC Ajax,Internazionale,1,2,1,2,1,3
2002,GroupA-prelim,AJ Auxerre,Borussia Dortmund,1,0,1,0,2,2
2002,GroupA-prelim,Arsenal,PSV Eindhoven,0,0,0,0,4,0
2002,GroupB-prelim,Basel,Liverpool,3,3,3,3,4,4
2002,GroupC-prelim,KRC Genk,Real Madrid,1,1,1,1,1,7
2002,GroupD-prelim,Rosenborg BK,Olympique Lyon,1,1,1,1,1,6
2002,GroupB-prelim,Valencia CF,Spartak Moskva,3,0,3,0,6,0
2002,GroupG-prelim,AC Milan,Deportivo La Coruna,1,2,1,2,5,2
2002,GroupH-prelim,Barcelona,Galatasaray,3,1,3,1,5,1
2002,GroupF-prelim,Manchester United,Bayer Leverkusen,2,0,2,0,4,1
2002,GroupG-prelim,Bayern Munich,RC Lens,3,3,3,3,4,4
2002,GroupH-prelim,Lokomotiv Moskva,Club Brugge,2,0,2,0,2,0
2002,GroupE-prelim,Dinamo Kiev,Juventus,1,2,1,2,1,7
2002,GroupE-prelim,Feyenoord,Newcastle United,2,3,2,3,3,3
2002,GroupF-prelim,Olympiacos,Maccabi Haifa,3,3,3,3,3,6
2002,GroupC-inter,AC Milan,Real Madrid,1,0,1,0,2,3
2002,GroupD-inter,Basel,Manchester United,1,3,1,3,2,4
2002,GroupC-inter,Lokomotiv Moskva,Borussia Dortmund,1,2,1,2,1,5
2002,GroupD-inter,Deportivo La Coruna,Juventus,2,2,2,2,4,5
2002,GroupB-inter,Valencia CF,AFC Ajax,1,1,1,1,2,2
2002,GroupB-inter,AS Roma,Arsenal,1,3,1,3,2,4
2002,GroupA-inter,Bayer Leverkusen,Barcelona,1,2,1,2,1,4
2002,GroupA-inter,Newcastle United,Internazionale,1,4,1,4,3,6
2002,GroupB-inter,AFC Ajax,AS Roma,2,1,2,1,3,2
2002,GroupB-inter,Arsenal,Valencia CF,0,0,0,0,1,2
2002,GroupA-inter,Internazionale,Bayer Leverkusen,3,2,3,2,5,2
2002,GroupC-inter,Borussia Dortmund,AC Milan,0,1,0,1,1,1
2002,GroupA-inter,Barcelona,Newcastle United,3,1,3,1,5,1
2002,GroupD-inter,Juventus,Basel,4,0,4,0,5,2
2002,GroupD-inter,Manchester United,Deportivo La Coruna,2,0,2,0,2,2
2002,GroupC-inter,Real Madrid,Lokomotiv Moskva,2,2,2,2,3,2
2002,GroupB-inter,Arsenal,AFC Ajax,1,1,1,1,1,1
2002,GroupB-inter,AS Roma,Valencia CF,0,1,0,1,3,1
2002,GroupA-inter,Barcelona,Internazionale,3,0,3,0,3,0
2002,GroupA-inter,Bayer Leverkusen,Newcastle United,1,3,1,3,2,6
2002,GroupC-inter,AC Milan,Lokomotiv Moskva,1,0,1,0,2,0
2002,GroupD-inter,Basel,Deportivo La Coruna,1,0,1,0,1,1
2002,GroupC-inter,Real Madrid,Borussia Dortmund,2,1,2,1,3,2
2002,GroupD-inter,Manchester United,Juventus,2,1,2,1,5,1
2002,GroupC-inter,Lokomotiv Moskva,AC Milan,0,1,0,1,0,2
2002,GroupD-inter,Deportivo La Coruna,Basel,1,0,1,0,1,1
2002,GroupC-inter,Borussia Dortmund,Real Madrid,1,1,1,1,2,3
2002,GroupD-inter,Juventus,Manchester United,0,3,0,3,1,5
2002,GroupB-inter,AFC Ajax,Arsenal,0,0,0,0,1,1
2002,GroupB-inter,Valencia CF,AS Roma,0,3,0,3,1,3
2002,GroupA-inter,Internazionale,Barcelona,0,0,0,0,0,3
2002,GroupA-inter,Newcastle United,Bayer Leverkusen,3,1,3,1,6,2
2002,GroupB-inter,AFC Ajax,Valencia CF,1,1,1,1,2,2
2002,GroupB-inter,Arsenal,AS Roma,1,1,1,1,4,2
2002,GroupA-inter,Barcelona,Bayer Leverkusen,2,0,2,0,4,1
2002,GroupA-inter,Internazionale,Newcastle United,2,2,2,2,6,3
2002,GroupC-inter,Real Madrid,AC Milan,3,1,3,1,3,2
2002,GroupD-inter,Manchester United,Basel,1,1,1,1,4,2
2002,GroupC-inter,Borussia Dortmund,Lokomotiv Moskva,3,0,3,0,5,1
2002,GroupD-inter,Juventus,Deportivo La Coruna,3,2,3,2,5,4
2002,GroupC-inter,AC Milan,Borussia Dortmund,0,1,0,1,1,1
2002,GroupD-inter,Basel,Juventus,2,1,2,1,2,5
2002,GroupD-inter,Deportivo La Coruna,Manchester United,2,0,2,0,2,2
2002,GroupC-inter,Lokomotiv Moskva,Real Madrid,0,1,0,1,2,3
2002,GroupB-inter,AS Roma,AFC Ajax,1,1,1,1,2,3
2002,GroupB-inter,Valencia CF,Arsenal,2,1,2,1,2,1
2002,GroupA-inter,Newcastle United,Barcelona,0,2,0,2,1,5
2002,GroupA-inter,Bayer Leverkusen,Internazionale,0,2,0,2,2,5
2003,GroupH,AC Milan,AFC Ajax,1,0,1,0,2,0
2003,GroupG,Besiktas,Lazio,0,2,0,2,1,3
2003,GroupH,Club Brugge,Celta Vigo,1,1,1,1,2,2
2003,GroupG,Sparta Praha,Chelsea,0,1,0,1,0,1
2003,GroupE,Manchester United,Panathinaikos,5,0,5,0,6,0
2003,GroupF,Real Madrid,Olympique Marseille,4,2,4,2,6,3
2003,GroupE,Rangers,VfB Stuttgart,2,1,2,1,2,2
2003,GroupF,Partizan Belgrade,FC Porto,1,1,1,1,2,3
2003,GroupC,AEK Athens,Deportivo La Coruna,1,1,1,1,1,4
2003,GroupB,Arsenal,Internazionale,0,3,0,3,5,4
2003,GroupC,PSV Eindhoven,AS Monaco,1,2,1,2,2,3
2003,GroupA,Bayern Munich,Celtic,2,1,2,1,2,1
2003,GroupB,Dinamo Kiev,Lokomotiv Moskva,2,0,2,0,4,3
2003,GroupD,Juventus,Galatasaray,2,1,2,1,2,3
2003,GroupD,Real Sociedad,Olympiacos,1,0,1,0,3,2
2003,GroupA,Olympique Lyon,RSC Anderlecht,1,0,1,0,1,1
2003,GroupC,AS Monaco,AEK Athens,4,0,4,0,4,0
2003,GroupB,Lokomotiv Moskva,Arsenal,0,0,0,0,0,2
2003,GroupA,RSC Anderlecht,Bayern Munich,1,1,1,1,1,2
2003,GroupA,Celtic,Olympique Lyon,2,0,2,0,4,3
2003,GroupC,Deportivo La Coruna,PSV Eindhoven,2,0,2,0,4,3
2003,GroupB,Internazionale,Dinamo Kiev,2,1,2,1,3,2
2003,GroupD,Galatasaray,Real Sociedad,1,2,1,2,2,3
2003,GroupD,Olympiacos,Juventus,1,2,1,2,1,9
2003,GroupH,Celta Vigo,AC Milan,0,0,0,0,2,1
2003,GroupH,AFC Ajax,Club Brugge,2,0,2,0,3,2
2003,GroupG,Chelsea,Besiktas,0,2,0,2,2,2
2003,GroupF,FC Porto,Real Madrid,1,3,1,3,2,4
2003,GroupG,Lazio,Sparta Praha,2,2,2,2,2,3
2003,GroupE,VfB Stuttgart,Manchester United,2,1,2,1,2,3
2003,GroupE,Panathinaikos,Rangers,1,1,1,1,4,2
2003,GroupF,Olympique Marseille,Partizan Belgrade,3,0,3,0,4,1
2003,GroupC,AEK Athens,PSV Eindhoven,0,1,0,1,0,3
2003,GroupB,Dinamo Kiev,Arsenal,2,1,2,1,2,2
2003,GroupC,Deportivo La Coruna,AS Monaco,1,0,1,0,4,8
2003,GroupA,Olympique Lyon,Bayern Munich,1,1,1,1,3,2
2003,GroupA,RSC Anderlecht,Celtic,1,0,1,0,2,3
2003,GroupD,Galatasaray,Olympiacos,1,0,1,0,1,3
2003,GroupB,Lokomotiv Moskva,Internazionale,3,0,3,0,4,1
2003,GroupD,Juventus,Real Sociedad,4,2,4,2,4,2
2003,GroupH,AC Milan,Club Brugge,0,1,0,1,1,1
2003,GroupH,AFC Ajax,Celta Vigo,1,0,1,0,3,3
2003,GroupG,Sparta Praha,Besiktas,2,1,2,1,2,2
2003,GroupG,Chelsea,Lazio,2,1,2,1,6,1
2003,GroupF,Olympique Marseille,FC Porto,2,3,2,3,2,4
2003,GroupE,Rangers,Manchester United,0,1,0,1,0,4
2003,GroupE,VfB Stuttgart,Panathinaikos,2,0,2,0,5,1
2003,GroupF,Real Madrid,Partizan Belgrade,1,0,1,0,1,0
2003,GroupH,Club Brugge,AC Milan,0,1,0,1,1,1
2003,GroupH,Celta Vigo,AFC Ajax,3,2,3,2,3,3
2003,GroupG,Besiktas,Sparta Praha,1,0,1,0,2,2
2003,GroupG,Lazio,Chelsea,0,4,0,4,1,6
2003,GroupF,FC Porto,Olympique Marseille,1,0,1,0,4,2
2003,GroupE,Manchester United,Rangers,3,0,3,0,4,0
2003,GroupE,Panathinaikos,VfB Stuttgart,1,3,1,3,1,5
2003,GroupF,Partizan Belgrade,Real Madrid,0,0,0,0,0,1
2003,GroupC,PSV Eindhoven,AEK Athens,2,0,2,0,3,0
2003,GroupB,Arsenal,Dinamo Kiev,1,0,1,0,2,2
2003,GroupC,AS Monaco,Deportivo La Coruna,8,3,8,3,8,4
2003,GroupA,Bayern Munich,Olympique Lyon,1,2,1,2,2,3
2003,GroupA,Celtic,RSC Anderlecht,3,1,3,1,3,2
2003,GroupD,Olympiacos,Galatasaray,3,0,3,0,3,1
2003,GroupB,Internazionale,Lokomotiv Moskva,1,1,1,1,1,4
2003,GroupD,Real Sociedad,Juventus,0,0,0,0,2,4
2003,GroupC,Deportivo La Coruna,AEK Athens,3,0,3,0,4,1
2003,GroupB,Internazionale,Arsenal,1,5,1,5,4,5
2003,GroupC,AS Monaco,PSV Eindhoven,1,1,1,1,3,2
2003,GroupA,Celtic,Bayern Munich,0,0,0,0,1,2
2003,GroupB,Lokomotiv Moskva,Dinamo Kiev,3,2,3,2,3,4
2003,GroupD,Olympiacos,Real Sociedad,2,2,2,2,2,3
2003,GroupA,RSC Anderlecht,Olympique Lyon,1,0,1,0,1,1
2003,GroupH,AFC Ajax,AC Milan,0,1,0,1,0,2
2003,GroupG,Lazio,Besiktas,1,1,1,1,3,1
2003,GroupH,Celta Vigo,Club Brugge,1,1,1,1,2,2
2003,GroupG,Chelsea,Sparta Praha,0,0,0,0,1,0
2003,GroupE,Panathinaikos,Manchester United,0,1,0,1,0,6
2003,GroupF,Olympique Marseille,Real Madrid,1,2,1,2,3,6
2003,GroupE,VfB Stuttgart,Rangers,1,0,1,0,2,2
2003,GroupF,FC Porto,Partizan Belgrade,2,1,2,1,3,2
2003,GroupD,Galatasaray,Juventus,2,0,2,0,3,2
2003,GroupH,AC Milan,Celta Vigo,1,2,1,2,1,2
2003,GroupH,Club Brugge,AFC Ajax,2,1,2,1,2,3
2003,GroupG,Besiktas,Chelsea,0,2,0,2,2,2
2003,GroupF,Real Madrid,FC Porto,1,1,1,1,4,2
2003,GroupG,Sparta Praha,Lazio,1,0,1,0,3,2
2003,GroupE,Manchester United,VfB Stuttgart,2,0,2,0,3,2
2003,GroupE,Rangers,Panathinaikos,1,3,1,3,2,4
2003,GroupF,Partizan Belgrade,Olympique Marseille,1,1,1,1,1,4
2003,GroupC,AEK Athens,AS Monaco,0,0,0,0,0,4
2003,GroupB,Arsenal,Lokomotiv Moskva,2,0,2,0,2,0
2003,GroupA,Bayern Munich,RSC Anderlecht,1,0,1,0,2,1
2003,GroupA,Olympique Lyon,Celtic,3,2,3,2,3,4
2003,GroupC,PSV Eindhoven,Deportivo La Coruna,3,2,3,2,3,4
2003,GroupB,Dinamo Kiev,Internazionale,1,1,1,1,2,3
2003,GroupD,Real Sociedad,Galatasaray,1,1,1,1,3,2
2003,GroupD,Juventus,Olympiacos,7,0,7,0,9,1
2004,GroupF,Shakhtar Donetsk,AC Milan,0,1,0,1,0,5
2004,GroupE,Arsenal,PSV Eindhoven,1,0,1,0,2,1
2004,GroupF,Celtic,Barcelona,1,3,1,3,2,4
2004,GroupH,Paris Saint-Germain,Chelsea,0,3,0,3,0,3
2004,GroupH,FC Porto,CSKA Moskva,0,0,0,0,1,0
2004,GroupG,Internazionale,Werder Bremen,2,0,2,0,3,1
2004,GroupE,Panathinaikos,Rosenborg BK,2,1,2,1,4,3
2004,GroupG,Valencia CF,RSC Anderlecht,2,0,2,0,4,1
2004,GroupC,AFC Ajax,Juventus,0,1,0,1,0,2
2004,GroupA,Liverpool,AS Monaco,2,0,2,0,2,1
2004,GroupB,AS Roma,Dinamo Kiev,0,3,0,3,0,5
2004,GroupB,Bayer Leverkusen,Real Madrid,3,0,3,0,4,1
2004,GroupC,Maccabi Tel Aviv,Bayern Munich,0,1,0,1,1,6
2004,GroupA,Deportivo La Coruna,Olympiacos,0,0,0,0,0,1
2004,GroupD,Fenerbahce,Sparta Praha,1,0,1,0,2,0
2004,GroupD,Olympique Lyon,Manchester United,2,2,2,2,3,4
2004,GroupC,Bayern Munich,AFC Ajax,4,0,4,0,6,2
2004,GroupA,AS Monaco,Deportivo La Coruna,2,0,2,0,7,0
2004,GroupB,Real Madrid,AS Roma,4,2,4,2,7,2
2004,GroupB,Dinamo Kiev,Bayer Leverkusen,4,2,4,2,4,5
2004,GroupD,Manchester United,Fenerbahce,6,2,6,2,6,5
2004,GroupC,Juventus,Maccabi Tel Aviv,1,0,1,0,2,1
2004,GroupA,Olympiacos,Liverpool,1,0,1,0,2,3
2004,GroupD,Sparta Praha,Olympique Lyon,1,2,1,2,1,7
2004,GroupF,AC Milan,Celtic,3,1,3,1,3,1
2004,GroupE,Rosenborg BK,Arsenal,1,1,1,1,2,6
2004,GroupF,Barcelona,Shakhtar Donetsk,3,0,3,0,3,2
2004,GroupH,Chelsea,FC Porto,3,1,3,1,4,3
2004,GroupH,CSKA Moskva,Paris Saint-Germain,2,0,2,0,5,1
2004,GroupG,RSC Anderlecht,Internazionale,1,3,1,3,1,6
2004,GroupE,PSV Eindhoven,Panathinaikos,1,0,1,0,2,4
2004,GroupG,Werder Bremen,Valencia CF,2,1,2,1,4,1
2004,GroupC,AFC Ajax,Maccabi Tel Aviv,3,0,3,0,4,2
2004,GroupA,AS Monaco,Olympiacos,2,1,2,1,2,2
2004,GroupB,Bayer Leverkusen,AS Roma,3,1,3,1,4,2
2004,GroupC,Juventus,Bayern Munich,1,0,1,0,2,0
2004,GroupA,Liverpool,Deportivo La Coruna,0,0,0,0,1,0
2004,GroupB,Real Madrid,Dinamo Kiev,1,0,1,0,3,2
2004,GroupD,Fenerbahce,Olympique Lyon,1,3,1,3,3,7
2004,GroupD,Sparta Praha,Manchester United,0,0,0,0,1,4
2004,GroupF,AC Milan,Barcelona,1,0,1,0,2,2
2004,GroupE,Panathinaikos,Arsenal,2,2,2,2,3,3
2004,GroupF,Shakhtar Donetsk,Celtic,3,0,3,0,3,1
2004,GroupH,Chelsea,CSKA Moskva,2,0,2,0,3,0
2004,GroupH,Paris Saint-Germain,FC Porto,2,0,2,0,2,0
2004,GroupG,Valencia CF,Internazionale,1,5,1,5,1,5
2004,GroupE,Rosenborg BK,PSV Eindhoven,1,2,1,2,1,3
2004,GroupG,RSC Anderlecht,Werder Bremen,1,2,1,2,2,7
2004,GroupF,Barcelona,AC Milan,2,1,2,1,2,2
2004,GroupE,Arsenal,Panathinaikos,1,1,1,1,3,3
2004,GroupF,Celtic,Shakhtar Donetsk,1,0,1,0,1,3
2004,GroupH,CSKA Moskva,Chelsea,0,1,0,1,0,3
