,leg,group,HTname,VTname,HTotal_shots,VTotal_shots,HShots_on_target,VShots_on_target,HShots_off_target,VShots_off_target,HShots_saved,VShots_saved,HCorners,VCorners,HFreekicks,VFreekicks,HFouls,VFouls,HOffsides,VOffsides
78,UEFA CHAMPIONS LEAGUE,Group G  ,Besiktas JK,AS Monaco,6,  10,2,  6,4,  4,4,  1,8,  3,22,  20,17,  17,3,  5
79,UEFA CHAMPIONS LEAGUE,Group G  ,FC Porto,RB Leipzig,8,  5,4,  2,4,  3,1,  1,3,  5,22,  21,20,  20,1,  2
80,UEFA CHAMPIONS LEAGUE,Group G  ,Besiktas JK,FC Porto,7,  5,6,  1,1,  4,0,  5,7,  0,19,  16,15,  19,1,  0
81,UEFA CHAMPIONS LEAGUE,Group G  ,AS Monaco,RB Leipzig,9,  9,4,  4,5,  5,0,  2,6,  5,24,  15,11,  18,4,  6
82,UEFA CHAMPIONS LEAGUE,Group G  ,RB Leipzig,Besiktas JK,19,  15,11,  10,8,  5,8,  10,10,  5,12,  18,11,  11,7,  1
83,UEFA CHAMPIONS LEAGUE,Group G  ,FC Porto,AS Monaco,12,  11,7,  4,5,  7,2,  2,5,  3,9,  7,6,  9,1,  0
84,UEFA CHAMPIONS LEAGUE,Group H  ,Real Madrid,APOEL Nicosia,17,  3,6,  1,11,  2,1,  3,9,  1,13,  16,12,  10,4,  3
85,UEFA CHAMPIONS LEAGUE,Group H  ,Tottenham Hotspur,Borussia Dortmund,10,  5,4,  2,6,  3,1,  1,2,  8,12,  19,15,  7,4,  5
86,UEFA CHAMPIONS LEAGUE,Group H  ,APOEL Nicosia,Tottenham Hotspur,12,  10,3,  4,9,  6,1,  3,5,  6,11,  13,10,  11,3,  0
87,UEFA CHAMPIONS LEAGUE,Group H  ,Borussia Dortmund,Real Madrid,7,  13,4,  10,3,  3,7,  3,7,  6,11,  9,8,  8,1,  3
88,UEFA CHAMPIONS LEAGUE,Group H  ,Real Madrid,Tottenham Hotspur,14,  10,6,  5,8,  5,4,  5,9,  8,16,  16,12,  15,4,  1
89,UEFA CHAMPIONS LEAGUE,Group H  ,APOEL Nicosia,Borussia Dortmund,7,  11,4,  2,3,  9,2,  2,2,  11,15,  20,16,  14,4,  1
90,UEFA CHAMPIONS LEAGUE,Group H  ,Tottenham Hotspur,Real Madrid,9,  12,7,  9,2,  3,9,  4,1,  11,10,  12,12,  7,0,  3
91,UEFA CHAMPIONS LEAGUE,Group H  ,Borussia Dortmund,APOEL Nicosia,19,  3,8,  1,11,  2,0,  7,9,  1,14,  10,8,  14,2,  0
92,UEFA CHAMPIONS LEAGUE,Group H  ,APOEL Nicosia,Real Madrid,8,  14,4,  9,4,  5,3,  4,4,  5,13,  14,10,  11,4,  2
93,UEFA CHAMPIONS LEAGUE,Group H  ,Borussia Dortmund,Tottenham Hotspur,5,  8,2,  6,3,  2,4,  1,8,  10,11,  13,11,  8,2,  3
94,UEFA CHAMPIONS LEAGUE,Group H  ,Real Madrid,Borussia Dortmund,17,  6,10,  3,7,  3,1,  7,9,  3,8,  5,3,  8,2,  0
95,UEFA CHAMPIONS LEAGUE,Group H  ,Tottenham Hotspur,APOEL Nicosia,16,  3,11,  0,5,  3,0,  8,9,  2,13,  22,20,  9,2,  4
