,leg,group,HTname,VTname,HTotal_shots,VTotal_shots,HShots_on_target,VShots_on_target,HShots_off_target,VShots_off_target,HShots_saved,VShots_saved,HCorners,VCorners,HFreekicks,VFreekicks,HFouls,VFouls,HOffsides,VOffsides
10,UEFA CHAMPIONS LEAGUE,Group A  ,FC Basel 1893,Arsenal FC,12,  8,5,  6,7,  2,2,  4,7,  2,14,  11,9,  13,2,  1
11,UEFA CHAMPIONS LEAGUE,Group A  ,Paris Saint-Germain,PFK Ludogorets Razgrad,13,  4,7,  2,6,  2,0,  5,19,  3,18,  13,10,  17,3,  1
12,UEFA CHAMPIONS LEAGUE,Group B  ,SL Benfica,Besiktas JK,9,  9,6,  5,3,  4,5,  5,6,  5,17,  18,18,  11,0,  6
13,UEFA CHAMPIONS LEAGUE,Group B  ,Dynamo Kyiv,SSC Napoli,6,  5,2,  2,4,  3,0,  1,8,  6,22,  14,12,  18,2,  4
14,UEFA CHAMPIONS LEAGUE,Group B  ,SSC Napoli,SL Benfica,10,  5,5,  3,5,  2,1,  1,6,  0,20,  12,7,  19,5,  1
15,UEFA CHAMPIONS LEAGUE,Group B  ,Besiktas JK,Dynamo Kyiv,10,  11,6,  5,4,  6,4,  5,10,  4,24,  26,22,  21,4,  3
16,UEFA CHAMPIONS LEAGUE,Group B  ,Dynamo Kyiv,SL Benfica,11,  9,4,  5,7,  4,3,  4,9,  1,15,  14,12,  15,2,  0
17,UEFA CHAMPIONS LEAGUE,Group B  ,SSC Napoli,Besiktas JK,12,  7,6,  3,6,  4,0,  4,17,  1,19,  12,10,  16,2,  3
18,UEFA CHAMPIONS LEAGUE,Group B  ,Besiktas JK,SSC Napoli,4,  10,2,  4,2,  6,3,  1,3,  8,22,  12,9,  19,3,  3
19,UEFA CHAMPIONS LEAGUE,Group B  ,SL Benfica,Dynamo Kyiv,14,  6,4,  1,10,  5,1,  3,5,  6,19,  18,16,  14,2,  5
20,UEFA CHAMPIONS LEAGUE,Group B  ,Besiktas JK,SL Benfica,8,  12,5,  4,3,  8,1,  2,5,  2,12,  19,10,  11,9,  1
21,UEFA CHAMPIONS LEAGUE,Group B  ,SSC Napoli,Dynamo Kyiv,13,  5,6,  0,7,  5,0,  6,17,  2,17,  24,18,  15,6,  2
22,UEFA CHAMPIONS LEAGUE,Group B  ,Dynamo Kyiv,Besiktas JK,15,  3,11,  0,4,  3,0,  5,1,  3,7,  13,10,  7,3,  0
23,UEFA CHAMPIONS LEAGUE,Group B  ,SL Benfica,SSC Napoli,9,  10,2,  7,7,  3,5,  1,7,  2,15,  16,16,  8,0,  7
24,UEFA CHAMPIONS LEAGUE,Group C  ,FC Barcelona,Celtic FC,13,  1,9,  1,4,  0,1,  2,9,  2,6,  12,7,  3,5,  3
25,UEFA CHAMPIONS LEAGUE,Group C  ,Manchester City,Borussia Mönchengladbach,18,  2,11,  1,7,  1,1,  7,6,  6,15,  11,6,  15,5,  0
26,UEFA CHAMPIONS LEAGUE,Group C  ,Celtic FC,Manchester City,5,  15,3,  8,2,  7,5,  1,4,  9,8,  10,8,  8,2,  0
27,UEFA CHAMPIONS LEAGUE,Group C  ,Borussia Mönchengladbach,FC Barcelona,6,  10,1,  8,5,  2,6,  0,2,  5,12,  9,8,  10,1,  2
28,UEFA CHAMPIONS LEAGUE,Group C  ,FC Barcelona,Manchester City,9,  9,6,  5,3,  4,5,  2,3,  4,17,  17,15,  16,2,  1
29,UEFA CHAMPIONS LEAGUE,Group C  ,Celtic FC,Borussia Mönchengladbach,6,  11,3,  6,3,  5,4,  3,4,  5,10,  9,9,  6,0,  4
30,UEFA CHAMPIONS LEAGUE,Group C  ,Manchester City,FC Barcelona,10,  4,4,  2,6,  2,1,  1,5,  7,18,  18,16,  16,2,  2
31,UEFA CHAMPIONS LEAGUE,Group C  ,Borussia Mönchengladbach,Celtic FC,13,  6,5,  3,8,  3,2,  4,9,  1,11,  10,9,  11,1,  0
32,UEFA CHAMPIONS LEAGUE,Group C  ,Celtic FC,FC Barcelona,4,  8,3,  4,1,  4,3,  3,1,  5,13,  18,12,  12,6,  1
33,UEFA CHAMPIONS LEAGUE,Group C  ,Borussia Mönchengladbach,Manchester City,7,  10,5,  7,2,  3,6,  4,2,  9,12,  15,14,  10,1,  2
34,UEFA CHAMPIONS LEAGUE,Group C  ,FC Barcelona,Borussia Mönchengladbach,12,  0,8,  0,4,  0,0,  4,5,  2,8,  8,7,  5,1,  3
35,UEFA CHAMPIONS LEAGUE,Group C  ,Manchester City,Celtic FC,6,  11,3,  6,3,  5,5,  2,8,  6,20,  12,8,  17,4,  3
36,UEFA CHAMPIONS LEAGUE,Group D  ,Bayern Munich,FK Rostov,13,  4,8,  2,5,  2,2,  3,8,  2,11,  14,13,  11,1,  0
37,UEFA CHAMPIONS LEAGUE,Group D  ,PSV Eindhoven,Atlético Madrid,7,  13,2,  5,5,  8,4,  2,2,  4,11,  6,5,  9,1,  2
38,UEFA CHAMPIONS LEAGUE,Group D  ,FK Rostov,PSV Eindhoven,7,  7,5,  4,2,  3,2,  3,4,  3,12,  14,14,  11,0,  1
39,UEFA CHAMPIONS LEAGUE,Group D  ,Atlético Madrid,Bayern Munich,11,  11,5,  5,6,  6,5,  4,4,  6,16,  14,13,  16,1,  0
40,UEFA CHAMPIONS LEAGUE,Group D  ,Bayern Munich,PSV Eindhoven,20,  5,10,  3,10,  2,2,  6,6,  0,9,  10,7,  4,3,  5
41,UEFA CHAMPIONS LEAGUE,Group D  ,FK Rostov,Atlético Madrid,2,  12,2,  6,0,  6,5,  2,0,  5,6,  11,10,  6,1,  0
42,UEFA CHAMPIONS LEAGUE,Group D  ,Atlético Madrid,FK Rostov,18,  6,8,  4,10,  2,3,  6,11,  1,11,  8,7,  11,1,  0
43,UEFA CHAMPIONS LEAGUE,Group D  ,PSV Eindhoven,Bayern Munich,4,  22,2,  9,2,  13,7,  1,0,  7,9,  9,9,  8,0,  1
44,UEFA CHAMPIONS LEAGUE,Group D  ,FK Rostov,Bayern Munich,4,  14,4,  9,0,  5,7,  0,3,  7,12,  10,10,  9,0,  3
45,UEFA CHAMPIONS LEAGUE,Group D  ,Atlético Madrid,PSV Eindhoven,9,  3,5,  2,4,  1,2,  3,9,  2,8,  8,8,  8,0,  0
46,UEFA CHAMPIONS LEAGUE,Group D  ,PSV Eindhoven,FK Rostov,12,  5,4,  2,8,  3,2,  4,6,  1,9,  12,12,  9,0,  0
47,UEFA CHAMPIONS LEAGUE,Group D  ,Bayern Munich,Atlético Madrid,8,  4,4,  3,4,  1,3,  3,6,  1,11,  11,11,  9,0,  2
48,UEFA CHAMPIONS LEAGUE,Group E  ,Tottenham Hotspur,AS Monaco,9,  6,7,  3,2,  3,1,  6,11,  0,7,  14,11,  6,3,  1
49,UEFA CHAMPIONS LEAGUE,Group E  ,Bayer 04 Leverkusen,CSKA Moscow,15,  6,9,  4,6,  2,2,  7,4,  5,13,  9,5,  12,4,  1
50,UEFA CHAMPIONS LEAGUE,Group E  ,CSKA Moscow,Tottenham Hotspur,5,  14,2,  3,3,  11,2,  2,4,  8,11,  8,6,  7,2,  4
51,UEFA CHAMPIONS LEAGUE,Group E  ,AS Monaco,Bayer 04 Leverkusen,3,  8,1,  4,2,  4,3,  0,6,  7,16,  13,12,  14,1,  2
52,UEFA CHAMPIONS LEAGUE,Group E  ,Bayer 04 Leverkusen,Tottenham Hotspur,13,  3,6,  1,7,  2,1,  6,5,  5,21,  17,16,  20,1,  1
53,UEFA CHAMPIONS LEAGUE,Group E  ,CSKA Moscow,AS Monaco,5,  9,2,  6,3,  3,5,  1,2,  8,17,  13,11,  13,2,  4
54,UEFA CHAMPIONS LEAGUE,Group E  ,AS Monaco,CSKA Moscow,14,  4,6,  2,8,  2,2,  3,6,  6,17,  13,9,  14,4,  3
55,UEFA CHAMPIONS LEAGUE,Group E  ,Tottenham Hotspur,Bayer 04 Leverkusen,7,  4,2,  2,5,  2,1,  2,4,  5,14,  15,14,  13,1,  1
56,UEFA CHAMPIONS LEAGUE,Group E  ,CSKA Moscow,Bayer 04 Leverkusen,10,  9,5,  6,5,  3,5,  4,5,  4,13,  17,14,  11,3,  2
57,UEFA CHAMPIONS LEAGUE,Group E  ,AS Monaco,Tottenham Hotspur,14,  5,10,  3,4,  2,2,  8,5,  7,16,  10,10,  13,0,  3
58,UEFA CHAMPIONS LEAGUE,Group E  ,Bayer 04 Leverkusen,AS Monaco,11,  8,6,  0,5,  8,0,  4,7,  5,14,  21,17,  14,4,  0
59,UEFA CHAMPIONS LEAGUE,Group E  ,Tottenham Hotspur,CSKA Moscow,20,  5,11,  4,9,  1,3,  9,11,  1,15,  11,9,  15,2,  0
60,UEFA CHAMPIONS LEAGUE,Group F  ,Legia Warszawa,Borussia Dortmund,5,  19,3,  13,2,  6,7,  3,8,  7,14,  12,11,  9,1,  5
61,UEFA CHAMPIONS LEAGUE,Group F  ,Real Madrid,Sporting CP,10,  6,5,  4,5,  2,3,  3,5,  2,14,  18,10,  14,8,  0
62,UEFA CHAMPIONS LEAGUE,Group F  ,Sporting CP,Legia Warszawa,11,  3,5,  0,6,  3,0,  3,8,  3,21,  15,11,  18,4,  3
63,UEFA CHAMPIONS LEAGUE,Group F  ,Borussia Dortmund,Real Madrid,14,  11,11,  5,3,  6,3,  9,6,  6,14,  16,15,  10,1,  4
64,UEFA CHAMPIONS LEAGUE,Group F  ,Real Madrid,Legia Warszawa,19,  12,11,  5,8,  7,4,  7,9,  3,11,  11,9,  8,2,  3
65,UEFA CHAMPIONS LEAGUE,Group F  ,Sporting CP,Borussia Dortmund,9,  8,4,  3,5,  5,1,  3,2,  4,12,  13,10,  12,3,  0
66,UEFA CHAMPIONS LEAGUE,Group F  ,Legia Warszawa,Real Madrid,8,  19,4,  9,4,  10,6,  1,2,  7,15,  11,8,  14,3,  1
67,UEFA CHAMPIONS LEAGUE,Group F  ,Borussia Dortmund,Sporting CP,10,  8,5,  2,5,  6,2,  4,3,  2,22,  10,6,  19,4,  3
68,UEFA CHAMPIONS LEAGUE,Group F  ,Sporting CP,Real Madrid,6,  7,2,  3,4,  4,1,  1,2,  8,9,  18,16,  8,2,  1
69,UEFA CHAMPIONS LEAGUE,Group F  ,Borussia Dortmund,Legia Warszawa,13,  10,9,  7,4,  3,3,  1,1,  1,15,  18,11,  10,7,  5
70,UEFA CHAMPIONS LEAGUE,Group F  ,Real Madrid,Borussia Dortmund,14,  11,9,  8,5,  3,8,  6,6,  5,15,  12,9,  15,3,  0
71,UEFA CHAMPIONS LEAGUE,Group F  ,Legia Warszawa,Sporting CP,8,  11,4,  4,4,  7,4,  3,2,  7,14,  22,14,  13,8,  1
72,UEFA CHAMPIONS LEAGUE,Group G  ,FC Porto,FC Copenhagen,7,  6,3,  2,4,  4,1,  2,6,  3,11,  10,5,  10,5,  1
73,UEFA CHAMPIONS LEAGUE,Group G  ,Club Brugge KV,Leicester City,9,  11,2,  7,7,  4,4,  2,5,  4,11,  7,6,  8,1,  3
74,UEFA CHAMPIONS LEAGUE,Group G  ,Leicester City,FC Porto,3,  12,3,  4,0,  8,4,  2,2,  6,15,  25,24,  15,1,  0
75,UEFA CHAMPIONS LEAGUE,Group G  ,FC Copenhagen,Club Brugge KV,14,  5,10,  2,4,  3,2,  7,7,  1,14,  15,14,  12,1,  2
76,UEFA CHAMPIONS LEAGUE,Group G  ,Club Brugge KV,FC Porto,6,  15,5,  8,1,  7,6,  4,3,  8,12,  17,13,  10,4,  2
77,UEFA CHAMPIONS LEAGUE,Group G  ,Leicester City,FC Copenhagen,5,  7,3,  6,2,  1,6,  2,3,  7,9,  12,8,  9,4,  0
78,UEFA CHAMPIONS LEAGUE,Group G  ,FC Copenhagen,Leicester City,11,  5,2,  2,9,  3,2,  2,4,  4,19,  5,3,  16,2,  3
79,UEFA CHAMPIONS LEAGUE,Group G  ,FC Porto,Club Brugge KV,15,  6,6,  4,9,  2,4,  5,10,  4,18,  17,16,  17,1,  1
80,UEFA CHAMPIONS LEAGUE,Group G  ,FC Copenhagen,FC Porto,3,  10,1,  5,2,  5,5,  1,3,  5,14,  16,16,  13,0,  1
81,UEFA CHAMPIONS LEAGUE,Group G  ,Leicester City,Club Brugge KV,10,  6,9,  3,1,  3,2,  6,11,  7,12,  7,5,  8,2,  4
82,UEFA CHAMPIONS LEAGUE,Group G  ,FC Porto,Leicester City,14,  4,8,  1,6,  3,1,  3,4,  1,13,  9,8,  10,1,  3
83,UEFA CHAMPIONS LEAGUE,Group G  ,Club Brugge KV,FC Copenhagen,5,  7,4,  5,1,  2,4,  4,6,  4,16,  21,16,  12,5,  4
84,UEFA CHAMPIONS LEAGUE,Group H  ,Juventus FC,Sevilla FC,13,  2,4,  1,9,  1,1,  5,4,  2,24,  18,17,  22,1,  2
85,UEFA CHAMPIONS LEAGUE,Group H  ,Olympique Lyon,GNK Dinamo Zagreb,19,  9,10,  2,9,  7,2,  7,7,  6,11,  12,11,  8,1,  3
86,UEFA CHAMPIONS LEAGUE,Group H  ,GNK Dinamo Zagreb,Juventus FC,4,  10,0,  6,4,  4,3,  0,0,  6,14,  11,11,  13,0,  1
87,UEFA CHAMPIONS LEAGUE,Group H  ,Sevilla FC,Olympique Lyon,13,  12,6,  5,7,  7,5,  5,3,  6,24,  17,13,  24,4,  0
88,UEFA CHAMPIONS LEAGUE,Group H  ,Olympique Lyon,Juventus FC,8,  10,4,  5,4,  5,4,  4,10,  4,9,  18,16,  6,2,  3
89,UEFA CHAMPIONS LEAGUE,Group H  ,GNK Dinamo Zagreb,Sevilla FC,4,  10,0,  5,4,  5,4,  0,3,  5,16,  17,16,  13,1,  3
90,UEFA CHAMPIONS LEAGUE,Group H  ,Sevilla FC,GNK Dinamo Zagreb,23,  2,13,  1,10,  1,1,  9,10,  0,12,  17,10,  12,7,  0
91,UEFA CHAMPIONS LEAGUE,Group H  ,Juventus FC,Olympique Lyon,9,  9,4,  3,5,  6,2,  3,2,  4,23,  16,14,  19,2,  4
92,UEFA CHAMPIONS LEAGUE,Group H  ,Sevilla FC,Juventus FC,4,  8,1,  5,3,  3,2,  0,5,  5,19,  18,12,  17,6,  2
93,UEFA CHAMPIONS LEAGUE,Group H  ,GNK Dinamo Zagreb,Olympique Lyon,7,  14,2,  8,5,  6,7,  2,1,  5,18,  10,9,  16,1,  2
94,UEFA CHAMPIONS LEAGUE,Group H  ,Juventus FC,GNK Dinamo Zagreb,17,  3,10,  3,7,  0,3,  7,7,  3,14,  9,7,  12,2,  2
95,UEFA CHAMPIONS LEAGUE,Group H  ,Olympique Lyon,Sevilla FC,19,  2,5,  0,14,  2,0,  5,8,  3,15,  13,10,  12,3,  3
